_id	name	gender	culture	born	died	titles	aliases	father	mother	spouse	allegiances	books	povBooks	tvSeries	playedBy
characters:63	Aglantine	Female				Septa						A Feast for Crows,A Dance with Dragons			
characters:630	Lester Morrigen	Male				Lord of Crows Nest					House Morrigen of Crow's Nest	A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:631	Lewyn Martell	Male	Dornish		In 283 AC, at the Trident	Prince,Ser					House Nymeros Martell of Sunspear	A Game of Thrones,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:632	Lewys Lydden	Male				Lord of the Deep Den					House Lydden of Deep Den	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:633	Lewys Piper	Male	Rivermen				Little Lew				House Piper of Pinkmaiden	A Feast for Crows,A Dance with Dragons			
characters:634	Leyla Hightower	Female								characters:1553	House Hightower of the Hightower	A Feast for Crows			
characters:635	Leyton Hightower	Male				Lord of the Hightower,Lord of the Port,Voice of Oldtown,Defender of the Citadel,Beacon of the South	Old Man of Oldtown			characters:877	House Hightower of the Hightower	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:636	Lia Serry	Female								characters:1019	House Serry of Southshield,House Tyrell of Highgarden	A Storm of Swords,A Feast for Crows			
characters:637	Liane Vance	Female									House Vance of Wayfarer's Rest	A Feast for Crows			
characters:638	Lollys Stokeworth	Female		In 265 AC		Lady of Stokeworth	Lollys Lackwit			characters:217	House Stokeworth of Stokeworth	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:639	Lomas Estermont	Male	Stormlands			Ser					House Estermont of Greenstone	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:64	Aladale Wynch	Male	Ironborn		In 300 AC, at Bridge of Skulls	Ser					House Wynch of Iron Holt	A Clash of Kings,A Storm of Swords			
characters:640	Loras Tyrell	Male	The Reach	In 282 AC, at Highgarden		Ser,Lord Commander of the Rainbow Guard	The Knight of Flowers,Knight o' Pansies,Ser Daisy				House Tyrell of Highgarden	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 1,Season 2,Season 3,Season 4,Season 5	Finn Jones
characters:641	Lord Ashford	Male	Reach			Lord of Ashford					House Ashford of Ashford	The Hedge Knight			
characters:642	Lord Caswell	Male				Lord of Bitterbridge,Defender of the Fords					House Caswell of Bitterbridge	A Dance with Dragons			
characters:643	Lord Staunton	Male			In 129 AC, at Rook's Rest	Lord of Rook's Rest					House Staunton of Rook's Rest	The Princess and the Queen			
characters:644	Lorent Caswell	Male				Lord of Bitterbridge,Defender of the Fords					House Caswell of Bitterbridge	A Clash of Kings,A Dance with Dragons			
characters:645	Lorent Lorch	Male				Ser					House Lorch	A Feast for Crows,A Dance with Dragons			
characters:646	Lorent Marbrand	Male	Westerman		In 130 AC, at King's Landing	Ser,Lord Commander of the Queensguard					House Marbrand of Ashemark	The Princess and the Queen			
characters:647	Lorent Tyrell	Male									House Tyrell of Highgarden	A Storm of Swords,A Feast for Crows			
characters:648	Lorra Royce	Female				Lady of Winterfell				characters:192	House Royce of Runestone,House Stark of Winterfell	The World of Ice and Fire			
characters:649	Lothar Frey	Male	Rivermen	In 265 AC or 266 AC, at Twins		Steward of the Twins	Lame Lothar			characters:628	House Frey of the Crossing	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 3	Tom Brooke
characters:65	Alan	Male		In Age of Heroes			Alan o' the Oak,The Blind Bowman				House Yew	The World of Ice and Fire			
characters:650	Lothar Mallery	Male			In 298 AC, at Mummer's Ford	Lord					House Mallery	A Game of Thrones,A Storm of Swords			
characters:651	Lothor Brune	Female				Ser	Lothor Apple-Eater				House Baelish of Harrenhal,House Brune of Brownhollow	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:652	Lucamore Strong	Male				Ser	Lucamore the Lusty				House Strong of Harrenhal	A Feast for Crows			
characters:653	Lucas Codd	Male	Ironborn				Left-Hand Lucas				House Codd	A Feast for Crows,A Dance with Dragons			
characters:654	Lucas Corbray	Male				Ser					House Corbray of Heart's Home	A Feast for Crows,A Dance with Dragons			
characters:655	Lucas Inchfield	Male			In 211 AC, at the Chequy Water	Ser	Lucas the Longinch				House Inchfield,House Webber of Coldmoat	The Sworn Sword,The Mystery Knight			
characters:656	Lucas Lothston	Male				Lord of Harrenhal,Hand of the King				characters:391	House Lothston of Harrenhal	The World of Ice and Fire			
characters:657	Lucas Roote	Male			In 299 AC, at the Riverlands						House Roote of Lord Harroway's Town	A Storm of Swords			
characters:658	Lucas Tyrell	Male									House Tyrell of Highgarden	A Storm of Swords,A Feast for Crows			
characters:659	Luceon Frey	Male		In or between 249 AC and 257 AC		Septon						A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:66	Alannys Harlaw	Female	Ironborn			Queen of the Iron Islands	Lanny			characters:12	House Greyjoy of Pyke,House Harlaw of Harlaw	A Game of Thrones,A Clash of Kings,A Feast for Crows,A Dance with Dragons			
characters:660	Lucias Vypren	Male				Lord				characters:690	House Vypren	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:661	Lucimore Botley	Male	Ironborn								House Botley of Lordsport	A Feast for Crows			
characters:662	Lucion Lannister	Male		In or between 270 AC and 285 AC		Ser					House Lannister of Casterly Rock	A Storm of Swords,A Feast for Crows,A Dance with Dragons,The World of Ice and Fire			
characters:663	Lucos Chyttering	Male		In 283 AC		Lord	Little Lucos				House Chyttering	A Storm of Swords,A Feast for Crows			
characters:664	Luthor Tyrell	Male	Reach	At Highgarden		Lord Paramount of the Mander,Lord of Highgarden,Defender of the Marches,High Marshal of the Reach,Warden of the South				characters:784	House Tyrell of Highgarden	A Storm of Swords			
characters:665	Luthor Tyrell	Male				Ser				characters:372	House Tyrell of Highgarden	A Storm of Swords,A Feast for Crows			
characters:666	Luthor Tyrell	Male									House Tyrell of Highgarden	A Storm of Swords,A Feast for Crows			
characters:667	Lyanna Mormont	Female	Northmen	In 290 AC							House Mormont of Bear Island	A Feast for Crows,A Dance with Dragons			
characters:668	Lyarra Stark	Female	Northmen							characters:887	House Stark of Winterfell	The World of Ice and Fire			
characters:669	Lyessa Flint	Female	Northmen			Lady of Widow's Watch					House Flint of Widow's Watch	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:67	Albar Royce	Male				Ser					House Royce of the Gates of the Moon	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:670	Lyle Crakehall	Male		At Crakehall		Ser	Strongboar				House Crakehall of Crakehall	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:671	Lyman Beesbury	Male		In 48 AC or 49 AC	In 129 AC, at King's Landing	Lord,Master of coin					House Beesbury of Honeyholt	The Princess and the Queen			
characters:672	Lyman Darry	Male		In 290 AC or 291 AC	In 299 AC, at Darry	Lord of Darry					House Darry of Darry	A Game of Thrones,A Clash of Kings			
characters:673	Lymond Goodbrook	Male				Lord					House Goodbrook	A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:674	Lymond Lychester	Male	Rivermen			Lord of Castle Lychester					House Lychester	A Storm of Swords,A Feast for Crows			
characters:675	Lymond Mallister	Male				Lord of Seagard					House Mallister of Seagard	The Rogue Prince			
characters:676	Lymond Vikary	Male				Ser					House Vikary	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:677	Lyn Corbray	Male		At Heart's Home		Ser					House Corbray of Heart's Home	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:678	Lynesse Hightower	Female								characters:1560	House Hightower of the Hightower	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:679	Lyonel Baratheon	Male			In or between 239 AC and 245 AC	Ser  Lord of Storm's End Lord Paramount of the Stormlands  Storm King (briefly)	The Laughing Storm				House Baratheon of Storm's End	The Hedge Knight,The World of Ice and Fire			
characters:68	Alekyne Florent	Male				Lord of Brightwater (attainted)					House Florent of Brightwater Keep	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:680	Lyonel Bentley	Male			In 130 AC, at between Stokeworth and Duskendale	Ser						The Princess and the Queen			
characters:681	Lyonel Corbray	Male		In 260 AC (roughly), at Heart's Home		Lord of Heart's Home					House Corbray of Heart's Home	A Feast for Crows,A Dance with Dragons			
characters:682	Lyonel Frey	Male		In or between 259 AC and 283 AC		Ser				characters:741	House Frey of Riverrun	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:683	Lyonel Selmy	Male				Ser,Knight of Harvest Hall					House Selmy of Harvest Hall	A Storm of Swords			
characters:684	Lyonel Strong	Male			In 120 AC, at Harrenhal	Lord of Harrenhal,Master of laws,Hand of the King					House Strong of Harrenhal	The Rogue Prince			
characters:685	Lyonel Tyrell	Male	Reach		In 159 AC or 160 AC, at Sandstone	Lord Paramount of the Mander,Lord of Highgarden,Defender of the Marches,High Marshal of the Reach,Warden of the South					House Tyrell of Highgarden	The Princess and the Queen,The World of Ice and Fire			
characters:686	Lyonel Tyrell	Male									House Tyrell of Highgarden	A Storm of Swords,A Feast for Crows			
characters:687	Lyra Mormont	Female	Northmen	In or between 277 AC and 288 AC							House Mormont of Bear Island	A Feast for Crows,A Dance with Dragons			
characters:688	Lysa Arryn	Female		In 266 AC or 267 AC, at Riverrun	In 300 AC, at the Eyrie	Lady of the Vale	Lysa Tully			characters:572	House Arryn of the Eyrie,House Baelish of the Fingers,House Tully of Riverrun	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 1,Season 4	Kate Dickie
characters:689	Lysa Meadows	Female								characters:785	House Meadows of Grassy Vale,House Tyrell of Highgarden	A Storm of Swords,A Feast for Crows			
characters:69	Alerie Hightower	Female		In or between 257 AC and 263 AC, at Oldtown		Lady of Highgarden				characters:691	House Hightower of the Hightower,House Tyrell of Highgarden	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:690	Lythene Frey	Female		In 251 AC and 259 AC						characters:660	House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:691	Mace Tyrell	Male		In After 256 AC		Lord of Highgarden,Defender of the Marches,High Marshal of the Reach,Warden of the South,Hand of the King,Master of ships (formerly)	Lord Oaf,The Fat Flower,Lord Puff Fish			characters:69	House Tyrell of Highgarden	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 4,Season 5	Roger Ashton-Griffiths
characters:692	Maege Mormont	Female	Northmen	In or between 239 AC and 257 AC		Lady of Bear Island	The She-Bear				House Mormont of Bear Island	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 1	Elizabeth Barrett
characters:693	Maegelle Frey	Female		In or between 249 AC and 266 AC						characters:1305	House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:694	Maegor I	Male		12 AC	48 AC, at King's Landing	King of the Andals, the Rhoynar and the First Men,Lord of the Seven Kingdoms,Protector of the Realm,Hand of the King,Ser	Maegor the Cruel	characters:38	characters:2071	characters:239		A Game of Thrones,A Storm of Swords,The Princess and the Queen,The Rogue Prince,The World of Ice and Fire			
characters:695	Maekar I	Male		or between 174 AC and 178 AC, at King's Landing	233 AC, at Starpike	King of the Andals, the Rhoynar and the First Men,Lord of the Seven Kingdoms,Protector of the Realm,Prince of Summerhall	The Anvil	characters:274	characters:709	characters:334		A Game of Thrones,The Hedge Knight,The Sworn Sword,The Mystery Knight,The World of Ice and Fire			
characters:696	Maelor Targaryen	Male		In 127 AC, at King's Landing	In 130 AC, at Bitterbridge	Prince					House Targaryen of King's Landing	The Princess and the Queen,The Rogue Prince,The World of Ice and Fire			
characters:697	Maelys I Blackfyre	Male	Valyrian		In 260 AC, at Stepstones		Maelys the Monstrous				House Blackfyre of King's Landing	A Storm of Swords,A Dance with Dragons,The World of Ice and Fire			
characters:698	Maldon Massey	Male	First Men			Lord of Stonedance					House Massey of Stonedance	The World of Ice and Fire			
characters:699	Mallador Locke	Male			In 299 AC, at Fist of the First Men	Ser						A Clash of Kings,A Storm of Swords			
characters:7		Unknown					Porridge				House Baratheon of Dragonstone	A Storm of Swords			
characters:70	Alesander Frey	Male		In or between 265 AC and 281 AC							House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:700	Malwyn Frey	Male		In 284 AC							House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:701	Mandon Moore	Male	Valemen		In 299 AC, at the Blackwater Rush	Ser					House Moore	A Game of Thrones,A Clash of Kings,A Storm of Swords		Season 1,Season 2	James Doran
characters:702	Manfred Dondarrion	Male				Ser					House Dondarrion of Blackhaven	The Hedge Knight			
characters:703	Manfred Lothston	Male									House Lothston of Harrenhal	The Sworn Sword			
characters:704	Manfred Swann	Male				Ser					House Swann of Stonehelm	A Storm of Swords			
characters:705	Manfrey Martell	Male	Dornishmen			Ser,Castellan of Sunspear					House Nymeros Martell of Sunspear	A Feast for Crows,A Dance with Dragons			
characters:706	Manfryd Lothston	Male					Manfryd o' the Black Hood				House Lothston of Harrenhal	A Feast for Crows			
characters:707	Manfryd Yew	Male				Ser					House Yew	A Feast for Crows,A Dance with Dragons			
characters:708	Margot Lannister	Female				Lady of Starpike				characters:1027	House Lannister of Casterly Rock,House Peake of Starpike	A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:709	Mariah Martell	Female	Dornish			Princess	Myriah Martell			characters:274	House Nymeros Martell of Sunspear,House Targaryen of King's Landing	A Game of Thrones,The Hedge Knight,A Feast for Crows,The World of Ice and Fire			
characters:71	Alesander Staedmon	Male				Lord of Broad Arch	the Pennylover				House Staedmon of Broad Arch	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:710	Maric Seaworth	Male			In 299 AC, at Blackwater Rush	Oarmaster					House Seaworth of Cape Wrath	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:711	Marissa Frey	Female		In 286 AC							House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:712	Mariya Darry	Female								characters:751	House Darry of Darry,House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:713	Mark Mullendore	Male				Ser					House Mullendore of Uplands	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:714	Mark Ryswell	Male	Northmen		In 283 AC, at the Tower of Joy	Ser					House Ryswell of the Rills	A Game of Thrones			
characters:715	Marlon Manderly	Male		At White Harbor		Ser,Commander of the garrison at White Harbor					House Manderly of White Harbor	A Feast for Crows,A Dance with Dragons			
characters:716	Marna Locke	Female	Northmen			Lady of Winterfell				characters:351	House Locke of Oldcastle,House Stark of Winterfell	The World of Ice and Fire			
characters:717	Maron Botley	Male					Fishwhiskers				House Botley of Lordsport	A Clash of Kings,A Storm of Swords			
characters:718	Maron Greyjoy	Male	Ironborn	In 275 AC or before	In 289 AC, at Pyke						House Greyjoy of Pyke	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:719	Maron Nymeros Martell	Male	Dornish			Prince of Dorne				characters:271	House Nymeros Martell of Sunspear	A Feast for Crows,A Dance with Dragons,The World of Ice and Fire			
characters:72	Alester Florent	Male		At Brightwater Keep	In 300 AC, at Dragonstone	Lord of Brightwater,Hand of the King				characters:738	House Florent of Brightwater Keep	A Clash of Kings,A Storm of Swords,A Dance with Dragons			
characters:720	Maron Volmark	Male	Ironborn	In 283 AC or 284 AC		Lord of Volmark,Lord of Greenshield					House Volmark	A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:721	Marq Piper	Male	Rivermen	At Pinkmaiden Castle		Ser					House Piper of Pinkmaiden	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:722	Marq Rankenfell	Male				Lord Commander of the Night's Watch	Mad Marq Rankenfell					A Storm of Swords			
characters:723	Marsella Waynwood	Female								characters:994	House Frey of the Crossing,House Waynwood of Ironoaks	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:724	Martyn Cassel	Male	Northmen		In 284 AC, at the Tower of Joy						House Cassel	A Game of Thrones,A Clash of Kings			
characters:725	Martyn Lannister	Male		In or between 285 AC and 287 AC							House Lannister of Casterly Rock	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 3	Dean-Charles Chapman
characters:726	Martyn Mullendore	Male				Lord of Uplands					House Mullendore of Uplands	A Feast for Crows			
characters:727	Marwyn Belmore	Male				Ser	Ser Ding-Dong				House Belmore of Strongsong	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:728	Mary Mertyns	Female	Westeros			Lady of Mistwood					House Mertyns of Mistwood	A Dance with Dragons			
characters:729	Matarys Targaryen	Male		In 184 AC or later	In 209 AC, at King's Landing	Prince	The Even Younger Prince				House Targaryen of King's Landing	The Hedge Knight,The Sworn Sword,The Mystery Knight,The World of Ice and Fire			
characters:73	Alester Norcross	Male		In 290 AC or 291 AC							House Norcross	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:730	Mathis Frey	Male		In 294 AC							House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:731	Mathis Rowan	Male	Reach			Lord of Goldengrove,Marshall of the Northmarch				characters:198	House Rowan of Goldengrove	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:732	Maynard Plumm	Male				Ser					House Plumm	The Mystery Knight			
characters:733	Medgar Tully	Male	Rivermen		In or between 209 AC and 211 AC	Lord Paramount of the Trident,Lord of Riverrun					House Tully of Riverrun	The Hedge Knight			
characters:734	Medger Cerwyn	Male	Northmen	At Cerwyn	In 299 AC, at Harrenhal	Lord of Cerwyn					House Cerwyn of Cerwyn	A Game of Thrones,A Clash of Kings			
characters:735	Meera Reed	Female	Crannogmen	In 283 AC, at Greywater Watch							House Reed of Greywater Watch	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 3,Season 4	Ellie Kendrick
characters:736	Megga Tyrell	Female		In 286 AC (roughly)							House Tyrell of Highgarden	A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:737	Melantha Blackwood	Female				Lady of Winterfell				characters:1111	House Blackwood of Raventree Hall,House Stark of Winterfell	The World of Ice and Fire			
characters:738	Melara Crane	Female								characters:72	House Crane of Red Lake,House Florent of Brightwater Keep	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:739	Melara Hetherspoon	Female		In 264 AC or 265 AC	In 276 AC						House Hetherspoon	A Feast for Crows,A Dance with Dragons			
characters:74	Alester Oakheart	Male			At Prince's Pass						House Oakheart of Old Oak	A Feast for Crows			
characters:740	Meldred Merlyn	Male	Ironborn			Lord of Pebbleton	The Merlyn				House Merlyn of Pebbleton	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:741	Melesa Crakehall	Female								characters:682	House Crakehall of Crakehall	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:742	Melessa Florent	Female								characters:850	House Florent of Brightwater Keep,House Tarly of Horn Hill	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:743	Melisandre	Female	Asshai	At Unknown			The Red Priestess,The Red Woman,The King's Red Shadow,Lady Red,Lot Seven					A Clash of Kings,A Storm of Swords,A Feast for Crows	A Dance with Dragons	Season 2,Season 3,Season 4,Season 5	Carice van Houten
characters:744	Melissa Blackwood	Female		In or between 156 AC and 160 AC			Missy				House Blackwood of Raventree Hall	A Dance with Dragons,The World of Ice and Fire			
characters:745	Melwyn Sarsfield	Male				Ser				characters:974	House Sarsfield of Sarsfield	A Storm of Swords,A Feast for Crows			
characters:746	Meredyth Crane	Female		At Red Lake			Merry				House Crane of Red Lake	A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:747	Merianne Frey	Female		In 288 AC			Merry Frey				House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:748	Merlon Crakehall	Male				Ser					House Crakehall of Crakehall	A Storm of Swords,A Feast for Crows			
characters:749	Mern IX Gardener	Male			, at the Field of Fire	King of the Reach,Lord of Highgarden						A Game of Thrones,The World of Ice and Fire			
characters:75	Alester Tyrell	Male	Andal			Ser					House Gardener of Highgarden,House Tyrell of Highgarden	The World of Ice and Fire			
characters:750	Merrell Florent	Male									House Florent of Brightwater Keep	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:751	Merrett Frey	Male	Riverlands	In 262 AC	In 300 AC, at Near Oldstones		Merrett Muttonhead			characters:712	House Frey of the Crossing	A Game of Thrones,A Clash of Kings,A Feast for Crows,A Dance with Dragons	A Storm of Swords		
characters:752	Meryn Trant	Male				Ser					House Trant of Gallowsgrey	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 1,Season 2,Season 3,Season 4,Season 5	Ian Beattie
characters:753	Michael Mertyns	Male				Ser	The White Owl				House Mertyns of Mistwood	A Feast for Crows			
characters:754	Mina Tyrell	Female								characters:815	House Redwyne of the Arbor,House Tyrell of Highgarden	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:755	Minisa Whent	Female	Rivermen		At Riverrun	Lady of Riverrun				characters:503	House Tully of Riverrun,House Whent of Harrenhal	A Game of Thrones,A Clash of Kings,A Storm of Swords			
characters:756	Monford Velaryon	Male	Valyrian		In 299 AC, at Blackwater Rush	Lord of the Tides,Master of Driftmark					House Velaryon of Driftmark	A Clash of Kings,A Storm of Swords			
characters:757	Monterys Velaryon	Male		In 293 AC		Lord of the Tides,Master of Driftmark					House Velaryon of Driftmark	A Storm of Swords,A Feast for Crows			
characters:758	Moqorro	Male		At Volantis		Slave of R'hllor	Black Flame					A Dance with Dragons			
characters:759	Morgil Hastwyck	Male				Ser					House Hastwyck,House Targaryen of King's Landing	A Game of Thrones,The World of Ice and Fire			
characters:76	Alicent Hightower	Female		In 88 AC	In 133 AC	Lady,Queen,Dowager Queen				characters:1076	House Hightower of the Hightower,House Targaryen of King's Landing	The Princess and the Queen,The Rogue Prince,The World of Ice and Fire			
characters:760	Moribald Chester	Male				Lord of Greenshield					House Chester of Greenshield	A Feast for Crows,A Dance with Dragons			
characters:761	Morros Slynt	Male				Lord					House Slynt of Harrenhal	A Clash of Kings,A Storm of Swords			
characters:762	Mors Manwoody	Male									House Manwoody of Kingsgrave	A Storm of Swords,A Feast for Crows			
characters:763	Mors Martell	Male		In 248 AC or 257 AC	In 248 AC or 258 AC						House Nymeros Martell of Sunspear	A Feast for Crows			
characters:764	Mors Umber	Male	Northmen	In 235 AC or before, at Last Hearth		Castellan of Last Hearth	Mors Crowfood				House Umber of the Last Hearth	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:765	Morya Frey	Female		In 268 AC or 269 AC		Lady				characters:393	House Brax of Hornvale,House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:766	Moryn Tyrell	Male				Ser									
Lord Commander of the City Watch of Oldtown					House Tyrell of Highgarden	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons									
characters:767	Murmison	Male			In 41 AC, at King's Landing	Septon,Hand of the King					House Targaryen of King's Landing	A Storm of Swords,The World of Ice and Fire			
characters:768	Mychel Redfort	Female	Valemen			Ser				characters:1133	House Redfort of Redfort	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:769	Mylenda Caron	Female		In or between 258 AC and 265 AC						characters:824	House Caron of Nightsong,House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:77	Alla Tyrell	Female		In or around 286 AC (roughly)							House Tyrell of Highgarden	A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:770	Myles Manwoody	Male				Ser					House Manwoody of Kingsgrave	A Storm of Swords,A Feast for Crows			
characters:771	Myles Mooton	Male			In 283 AC, at Stoney Sept	Ser					House Mooton of Maidenpool	A Storm of Swords,A Feast for Crows			
characters:772	Myles Smallwood	Male				Hand of the King					House Smallwood of Acorn Hall	A Storm of Swords			
characters:773	Myranda Lefford	Female								characters:984	House Lannister of Casterly Rock,House Lefford of the Golden Tooth	The World of Ice and Fire			
characters:774	Myranda Royce	Female		In 279 AC (roughly)			Randa				House Royce of the Gates of the Moon	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:775	Myrcella Baratheon	Female		In 290 AC, at King's Landing		Princess					House Baratheon of King's Landing	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 1,Season 2,Season 5	Aimee Richardson Season 1 | Season 2 Nell Tiger Free Season 5
characters:776	Myria Jordayne	Female									House Jordayne of the Tor	A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:777	Myriame Manderly	Female	Northmen			Lady of Winterfell				characters:918	House Manderly of White Harbor,House Stark of Winterfell	The World of Ice and Fire			
characters:778	Myrielle Lannister	Female									House Lannister of Casterly Rock	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons,The World of Ice and Fire			
characters:779	Naerys Targaryen	Female	Valyrian	In 138 AC, at King's Landing	In or between 179 AC and 184 AC, at King's Landing	Princess,Queen				characters:41	House Targaryen of King's Landing	A Game of Thrones,The World of Ice and Fire			
characters:78	Allar Deem	Male			In 299 AC, at The Narrow Sea							A Clash of Kings,A Storm of Swords			
characters:780	Norbert Vance	Male				Lord of Atranta					House Vance of Atranta	A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:781	Nymella Toland	Female	Dornish			Lady of Ghost Hill					House Toland of Ghost Hill	A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:782	Nymeria	Female	Rhoynar			Princess,Queen	Nymeria of the Rhoyne			characters:1725	House Nymeros Martell of Sunspear	A Game of Thrones,A Clash of Kings,The Hedge Knight,A Feast for Crows,A Dance with Dragons,The World of Ice and Fire			
characters:783	Olene Tyrell	Female								characters:621	House Tyrell of Highgarden	A Storm of Swords,A Feast for Crows			
characters:784	Olenna Redwyne	Female		In 228 AC, at Arbor		Dowager Lady of Highgarden	The Queen of Thorns			characters:664	House Redwyne of the Arbor,House Tyrell of Highgarden	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 3,Season 4	Diana Rigg
characters:785	Olymer Tyrell	Male				Ser				characters:689	House Tyrell of Highgarden	A Storm of Swords,A Feast for Crows			
characters:786	Olyvar Frey	Male		In 281 AC							House Frey of the Crossing	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:787	Olyvar Oakheart	Male			In 161 AC	Ser	The Green Oak				House Oakheart of Old Oak	A Feast for Crows			
characters:788	Ondrew Locke	Male	Northmen			Lord of Oldcastle					House Locke of Oldcastle	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:789	Orbert Caswell	Male			At Castle Black	Lord Commander of the Night's Watch	The Black Centaur				House Caswell of Bitterbridge	A Feast for Crows			
characters:79	Alliser Thorne	Male		In 248 AC (roughly)		Ser					House Thorne	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 1,Season 4,Season 5	Owen Teale
